warning: `VIRTUAL_ENV=/usr` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
W0327 08:31:43.570000 11341 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011421 | lrm: 0.00 | dt: 15733ms | tok/sec: 1,041 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011445 | lrm: 0.00 | dt: 42ms | tok/sec: 391,035 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011516 | lrm: 0.00 | dt: 42ms | tok/sec: 393,954 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011493 | lrm: 0.00 | dt: 42ms | tok/sec: 393,591 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 42ms | tok/sec: 393,749 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011328 | lrm: 0.00 | dt: 42ms | tok/sec: 394,058 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011196 | lrm: 0.00 | dt: 42ms | tok/sec: 394,137 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011222 | lrm: 0.00 | dt: 42ms | tok/sec: 394,040 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011228 | lrm: 0.00 | dt: 42ms | tok/sec: 393,489 | mfu: 2.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011232 | lrm: 0.00 | dt: 42ms | tok/sec: 392,927 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011224 | lrm: 0.00 | dt: 42ms | tok/sec: 392,133 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011230 | lrm: 0.00 | dt: 43ms | tok/sec: 380,075 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 9.011237 | lrm: 0.00 | dt: 44ms | tok/sec: 370,815 | mfu: 2.1% | epoch: 1 | remaining: 300s    
step 00013 (0.0%) | loss: 9.011218 | lrm: 0.01 | dt: 43ms | tok/sec: 381,953 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00014 (0.0%) | loss: 9.011039 | lrm: 0.01 | dt: 42ms | tok/sec: 391,345 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00015 (0.1%) | loss: 9.010747 | lrm: 0.01 | dt: 42ms | tok/sec: 392,961 | mfu: 2.2% | epoch: 1 | remaining: 300s    
step 00152 (2.0%) | loss: 5.687356 | lrm: 0.40 | dt: 42ms | tok/sec: 391,829 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00153 (2.0%) | loss: 5.694056 | lrm: 0.40 | dt: 42ms | tok/sec: 390,296 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00154 (2.0%) | loss: 5.688776 | lrm: 0.40 | dt: 42ms | tok/sec: 388,935 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00155 (2.0%) | loss: 5.674458 | lrm: 0.40 | dt: 42ms | tok/sec: 390,975 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00156 (2.0%) | loss: 5.664232 | lrm: 0.41 | dt: 42ms | tok/sec: 391,501 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00157 (2.0%) | loss: 5.646290 | lrm: 0.41 | dt: 42ms | tok/sec: 392,568 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00158 (2.1%) | loss: 5.634688 | lrm: 0.41 | dt: 42ms | tok/sec: 392,678 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00159 (2.1%) | loss: 5.616923 | lrm: 0.42 | dt: 42ms | tok/sec: 392,536 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00160 (2.1%) | loss: 5.602648 | lrm: 0.42 | dt: 42ms | tok/sec: 392,120 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00161 (2.1%) | loss: 5.616426 | lrm: 0.42 | dt: 42ms | tok/sec: 392,436 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00162 (2.1%) | loss: 5.610343 | lrm: 0.42 | dt: 42ms | tok/sec: 392,207 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00163 (2.1%) | loss: 5.597186 | lrm: 0.43 | dt: 42ms | tok/sec: 392,604 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00164 (2.1%) | loss: 5.580700 | lrm: 0.43 | dt: 42ms | tok/sec: 387,750 | mfu: 2.2% | epoch: 1 | remaining: 294s    
step 00165 (2.2%) | loss: 5.572313 | lrm: 0.43 | dt: 42ms | tok/sec: 392,033 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00166 (2.2%) | loss: 5.574681 | lrm: 0.43 | dt: 42ms | tok/sec: 391,581 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00167 (2.2%) | loss: 5.564095 | lrm: 0.44 | dt: 42ms | tok/sec: 392,080 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00168 (2.2%) | loss: 5.551654 | lrm: 0.44 | dt: 42ms | tok/sec: 391,062 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00169 (2.2%) | loss: 5.537721 | lrm: 0.44 | dt: 42ms | tok/sec: 392,716 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00170 (2.2%) | loss: 5.541967 | lrm: 0.45 | dt: 42ms | tok/sec: 392,476 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00171 (2.2%) | loss: 5.531415 | lrm: 0.45 | dt: 42ms | tok/sec: 392,362 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00172 (2.3%) | loss: 5.522477 | lrm: 0.45 | dt: 42ms | tok/sec: 391,988 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00173 (2.3%) | loss: 5.512705 | lrm: 0.45 | dt: 42ms | tok/sec: 392,752 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00174 (2.3%) | loss: 5.503731 | lrm: 0.46 | dt: 42ms | tok/sec: 392,418 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00175 (2.3%) | loss: 5.514920 | lrm: 0.46 | dt: 42ms | tok/sec: 389,793 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00176 (2.3%) | loss: 5.510734 | lrm: 0.46 | dt: 44ms | tok/sec: 374,482 | mfu: 2.1% | epoch: 1 | remaining: 293s    
step 00177 (2.3%) | loss: 5.494085 | lrm: 0.47 | dt: 43ms | tok/sec: 379,636 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00178 (2.3%) | loss: 5.487121 | lrm: 0.47 | dt: 43ms | tok/sec: 377,477 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00179 (2.4%) | loss: 5.483836 | lrm: 0.47 | dt: 44ms | tok/sec: 373,721 | mfu: 2.1% | epoch: 1 | remaining: 293s    
step 00180 (2.4%) | loss: 5.475666 | lrm: 0.47 | dt: 42ms | tok/sec: 390,283 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00181 (2.4%) | loss: 5.460589 | lrm: 0.48 | dt: 42ms | tok/sec: 392,115 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00182 (2.4%) | loss: 5.449963 | lrm: 0.48 | dt: 42ms | tok/sec: 392,057 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00183 (2.4%) | loss: 5.443391 | lrm: 0.48 | dt: 42ms | tok/sec: 392,404 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00184 (2.4%) | loss: 5.441327 | lrm: 0.49 | dt: 42ms | tok/sec: 392,194 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00185 (2.4%) | loss: 5.433050 | lrm: 0.49 | dt: 42ms | tok/sec: 392,880 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00186 (2.5%) | loss: 5.430974 | lrm: 0.49 | dt: 42ms | tok/sec: 392,601 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00187 (2.5%) | loss: 5.424281 | lrm: 0.49 | dt: 42ms | tok/sec: 392,218 | mfu: 2.2% | epoch: 1 | remaining: 293s    
step 00188 (2.5%) | loss: 5.403858 | lrm: 0.50 | dt: 44ms | tok/sec: 374,052 | mfu: 2.1% | epoch: 1 | remaining: 293s    
step 00189 (2.5%) | loss: 5.392338 | lrm: 0.50 | dt: 44ms | tok/sec: 374,572 | mfu: 2.1% | epoch: 1 | remaining: 292s    
step 00190 (2.5%) | loss: 5.383535 | lrm: 0.50 | dt: 42ms | tok/sec: 390,185 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00191 (2.5%) | loss: 5.390192 | lrm: 0.50 | dt: 42ms | tok/sec: 392,042 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00192 (2.5%) | loss: 5.386487 | lrm: 0.51 | dt: 42ms | tok/sec: 392,687 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00193 (2.6%) | loss: 5.384520 | lrm: 0.51 | dt: 42ms | tok/sec: 393,028 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00194 (2.6%) | loss: 5.367096 | lrm: 0.51 | dt: 42ms | tok/sec: 392,501 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00195 (2.6%) | loss: 5.361412 | lrm: 0.52 | dt: 42ms | tok/sec: 391,914 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00196 (2.6%) | loss: 5.375197 | lrm: 0.52 | dt: 42ms | tok/sec: 390,753 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00197 (2.6%) | loss: 5.360078 | lrm: 0.52 | dt: 42ms | tok/sec: 392,552 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00198 (2.6%) | loss: 5.350462 | lrm: 0.52 | dt: 42ms | tok/sec: 392,324 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00199 (2.6%) | loss: 5.333300 | lrm: 0.53 | dt: 42ms | tok/sec: 391,747 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00200 (2.7%) | loss: 5.319348 | lrm: 0.53 | dt: 42ms | tok/sec: 391,042 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00201 (2.7%) | loss: 5.311602 | lrm: 0.53 | dt: 43ms | tok/sec: 380,346 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00202 (2.7%) | loss: 5.305522 | lrm: 0.54 | dt: 44ms | tok/sec: 370,763 | mfu: 2.1% | epoch: 1 | remaining: 292s    
step 00203 (2.7%) | loss: 5.295685 | lrm: 0.54 | dt: 43ms | tok/sec: 384,644 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00204 (2.7%) | loss: 5.289576 | lrm: 0.54 | dt: 42ms | tok/sec: 390,895 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00205 (2.7%) | loss: 5.279361 | lrm: 0.54 | dt: 42ms | tok/sec: 392,548 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00206 (2.7%) | loss: 5.262247 | lrm: 0.55 | dt: 42ms | tok/sec: 393,001 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00207 (2.7%) | loss: 5.258587 | lrm: 0.55 | dt: 42ms | tok/sec: 392,644 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00208 (2.8%) | loss: 5.259571 | lrm: 0.55 | dt: 42ms | tok/sec: 392,171 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00209 (2.8%) | loss: 5.259196 | lrm: 0.56 | dt: 42ms | tok/sec: 389,552 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00210 (2.8%) | loss: 5.256608 | lrm: 0.56 | dt: 42ms | tok/sec: 388,533 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00211 (2.8%) | loss: 5.252773 | lrm: 0.56 | dt: 42ms | tok/sec: 385,906 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00212 (2.8%) | loss: 5.245606 | lrm: 0.56 | dt: 42ms | tok/sec: 390,484 | mfu: 2.2% | epoch: 1 | remaining: 292s    
step 00213 (2.8%) | loss: 5.246625 | lrm: 0.57 | dt: 42ms | tok/sec: 391,825 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00214 (2.8%) | loss: 5.232590 | lrm: 0.57 | dt: 42ms | tok/sec: 391,892 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00215 (2.9%) | loss: 5.222678 | lrm: 0.57 | dt: 42ms | tok/sec: 391,834 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00216 (2.9%) | loss: 5.217586 | lrm: 0.58 | dt: 42ms | tok/sec: 392,406 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00217 (2.9%) | loss: 5.217505 | lrm: 0.58 | dt: 42ms | tok/sec: 392,916 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00218 (2.9%) | loss: 5.231438 | lrm: 0.58 | dt: 42ms | tok/sec: 392,887 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00219 (2.9%) | loss: 5.225969 | lrm: 0.58 | dt: 42ms | tok/sec: 393,030 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00220 (2.9%) | loss: 5.226362 | lrm: 0.59 | dt: 42ms | tok/sec: 392,525 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00221 (2.9%) | loss: 5.230681 | lrm: 0.59 | dt: 42ms | tok/sec: 392,290 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00222 (3.0%) | loss: 5.227190 | lrm: 0.59 | dt: 42ms | tok/sec: 392,406 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00223 (3.0%) | loss: 5.215371 | lrm: 0.59 | dt: 42ms | tok/sec: 391,840 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00224 (3.0%) | loss: 5.215984 | lrm: 0.60 | dt: 42ms | tok/sec: 391,468 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00225 (3.0%) | loss: 5.228537 | lrm: 0.60 | dt: 43ms | tok/sec: 380,100 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00226 (3.0%) | loss: 5.231786 | lrm: 0.60 | dt: 43ms | tok/sec: 379,575 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00227 (3.0%) | loss: 5.226355 | lrm: 0.61 | dt: 43ms | tok/sec: 378,834 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00228 (3.0%) | loss: 5.207866 | lrm: 0.61 | dt: 42ms | tok/sec: 390,480 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00229 (3.1%) | loss: 5.211963 | lrm: 0.61 | dt: 42ms | tok/sec: 392,541 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00230 (3.1%) | loss: 5.199240 | lrm: 0.61 | dt: 42ms | tok/sec: 392,642 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00231 (3.1%) | loss: 5.188542 | lrm: 0.62 | dt: 42ms | tok/sec: 392,743 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00232 (3.1%) | loss: 5.174662 | lrm: 0.62 | dt: 42ms | tok/sec: 392,496 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00233 (3.1%) | loss: 5.159336 | lrm: 0.62 | dt: 42ms | tok/sec: 391,934 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00234 (3.1%) | loss: 5.146365 | lrm: 0.63 | dt: 42ms | tok/sec: 392,601 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00235 (3.1%) | loss: 5.149598 | lrm: 0.63 | dt: 42ms | tok/sec: 392,218 | mfu: 2.2% | epoch: 1 | remaining: 291s    
step 00236 (3.2%) | loss: 5.147371 | lrm: 0.63 | dt: 42ms | tok/sec: 391,332 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00237 (3.2%) | loss: 5.133248 | lrm: 0.63 | dt: 42ms | tok/sec: 392,191 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00238 (3.2%) | loss: 5.131390 | lrm: 0.64 | dt: 42ms | tok/sec: 391,724 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00239 (3.2%) | loss: 5.130524 | lrm: 0.64 | dt: 42ms | tok/sec: 391,427 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00240 (3.2%) | loss: 5.121418 | lrm: 0.64 | dt: 42ms | tok/sec: 392,693 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00241 (3.2%) | loss: 5.112016 | lrm: 0.64 | dt: 42ms | tok/sec: 390,982 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00242 (3.2%) | loss: 5.101886 | lrm: 0.65 | dt: 42ms | tok/sec: 392,523 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00243 (3.3%) | loss: 5.112783 | lrm: 0.65 | dt: 42ms | tok/sec: 392,640 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00244 (3.3%) | loss: 5.109111 | lrm: 0.65 | dt: 42ms | tok/sec: 392,406 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00245 (3.3%) | loss: 5.101334 | lrm: 0.66 | dt: 42ms | tok/sec: 392,613 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00246 (3.3%) | loss: 5.092624 | lrm: 0.66 | dt: 42ms | tok/sec: 392,702 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00247 (3.3%) | loss: 5.096291 | lrm: 0.66 | dt: 44ms | tok/sec: 376,287 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00248 (3.3%) | loss: 5.082689 | lrm: 0.66 | dt: 44ms | tok/sec: 369,839 | mfu: 2.1% | epoch: 1 | remaining: 290s    
step 00249 (3.3%) | loss: 5.075229 | lrm: 0.67 | dt: 45ms | tok/sec: 364,731 | mfu: 2.1% | epoch: 1 | remaining: 290s    
step 00250 (3.4%) | loss: 5.073101 | lrm: 0.67 | dt: 44ms | tok/sec: 375,393 | mfu: 2.1% | epoch: 1 | remaining: 290s    
step 00251 (3.4%) | loss: 5.085123 | lrm: 0.67 | dt: 43ms | tok/sec: 382,834 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00252 (3.4%) | loss: 5.072816 | lrm: 0.68 | dt: 42ms | tok/sec: 391,267 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00253 (3.4%) | loss: 5.060525 | lrm: 0.68 | dt: 42ms | tok/sec: 390,015 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00254 (3.4%) | loss: 5.055926 | lrm: 0.68 | dt: 42ms | tok/sec: 391,485 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00255 (3.4%) | loss: 5.051730 | lrm: 0.68 | dt: 42ms | tok/sec: 391,682 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00256 (3.4%) | loss: 5.053942 | lrm: 0.69 | dt: 42ms | tok/sec: 391,684 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00257 (3.5%) | loss: 5.035560 | lrm: 0.69 | dt: 42ms | tok/sec: 392,268 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00258 (3.5%) | loss: 5.026518 | lrm: 0.69 | dt: 42ms | tok/sec: 392,471 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00259 (3.5%) | loss: 5.019188 | lrm: 0.70 | dt: 43ms | tok/sec: 376,763 | mfu: 2.2% | epoch: 1 | remaining: 290s    
step 00260 (3.5%) | loss: 5.011828 | lrm: 0.70 | dt: 44ms | tok/sec: 374,850 | mfu: 2.1% | epoch: 1 | remaining: 289s    
step 00261 (3.5%) | loss: 5.011918 | lrm: 0.70 | dt: 42ms | tok/sec: 390,170 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00262 (3.5%) | loss: 5.009875 | lrm: 0.70 | dt: 42ms | tok/sec: 391,619 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00263 (3.5%) | loss: 4.982479 | lrm: 0.71 | dt: 42ms | tok/sec: 392,310 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00264 (3.5%) | loss: 4.970993 | lrm: 0.71 | dt: 42ms | tok/sec: 392,541 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00265 (3.6%) | loss: 4.971560 | lrm: 0.71 | dt: 42ms | tok/sec: 392,541 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00266 (3.6%) | loss: 4.955234 | lrm: 0.72 | dt: 42ms | tok/sec: 392,815 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00267 (3.6%) | loss: 4.962319 | lrm: 0.72 | dt: 42ms | tok/sec: 392,006 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00268 (3.6%) | loss: 4.960598 | lrm: 0.72 | dt: 42ms | tok/sec: 391,753 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00269 (3.6%) | loss: 4.972771 | lrm: 0.72 | dt: 42ms | tok/sec: 392,127 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00270 (3.6%) | loss: 4.971475 | lrm: 0.73 | dt: 42ms | tok/sec: 391,755 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00271 (3.6%) | loss: 4.972486 | lrm: 0.73 | dt: 42ms | tok/sec: 391,968 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00272 (3.7%) | loss: 4.971252 | lrm: 0.73 | dt: 42ms | tok/sec: 391,080 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00273 (3.7%) | loss: 4.969181 | lrm: 0.74 | dt: 42ms | tok/sec: 390,511 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00274 (3.7%) | loss: 4.964304 | lrm: 0.74 | dt: 42ms | tok/sec: 389,561 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00275 (3.7%) | loss: 4.960633 | lrm: 0.74 | dt: 42ms | tok/sec: 388,375 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00276 (3.7%) | loss: 4.941205 | lrm: 0.74 | dt: 43ms | tok/sec: 383,188 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00277 (3.7%) | loss: 4.933174 | lrm: 0.75 | dt: 42ms | tok/sec: 392,478 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00278 (3.7%) | loss: 4.912730 | lrm: 0.75 | dt: 42ms | tok/sec: 391,363 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00279 (3.8%) | loss: 4.902606 | lrm: 0.75 | dt: 42ms | tok/sec: 390,456 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00280 (3.8%) | loss: 4.888866 | lrm: 0.75 | dt: 42ms | tok/sec: 389,853 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00281 (3.8%) | loss: 4.891765 | lrm: 0.76 | dt: 42ms | tok/sec: 390,493 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00282 (3.8%) | loss: 4.883773 | lrm: 0.76 | dt: 42ms | tok/sec: 389,714 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00283 (3.8%) | loss: 4.882056 | lrm: 0.76 | dt: 42ms | tok/sec: 390,760 | mfu: 2.2% | epoch: 1 | remaining: 289s    
step 00284 (3.8%) | loss: 4.892838 | lrm: 0.77 | dt: 42ms | tok/sec: 391,559 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00285 (3.8%) | loss: 4.893356 | lrm: 0.77 | dt: 42ms | tok/sec: 391,193 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00286 (3.9%) | loss: 4.891916 | lrm: 0.77 | dt: 42ms | tok/sec: 390,289 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00287 (3.9%) | loss: 4.886170 | lrm: 0.77 | dt: 42ms | tok/sec: 390,342 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00288 (3.9%) | loss: 4.885567 | lrm: 0.78 | dt: 42ms | tok/sec: 390,655 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00289 (3.9%) | loss: 4.887338 | lrm: 0.78 | dt: 42ms | tok/sec: 391,816 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00290 (3.9%) | loss: 4.886196 | lrm: 0.78 | dt: 42ms | tok/sec: 391,610 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00291 (3.9%) | loss: 4.871626 | lrm: 0.79 | dt: 42ms | tok/sec: 391,320 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00292 (3.9%) | loss: 4.868156 | lrm: 0.79 | dt: 42ms | tok/sec: 390,220 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00293 (4.0%) | loss: 4.871027 | lrm: 0.79 | dt: 42ms | tok/sec: 390,555 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00294 (4.0%) | loss: 4.878277 | lrm: 0.79 | dt: 42ms | tok/sec: 391,972 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00295 (4.0%) | loss: 4.853393 | lrm: 0.80 | dt: 42ms | tok/sec: 391,102 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00296 (4.0%) | loss: 4.845317 | lrm: 0.80 | dt: 43ms | tok/sec: 378,874 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00297 (4.0%) | loss: 4.831848 | lrm: 0.80 | dt: 44ms | tok/sec: 374,121 | mfu: 2.1% | epoch: 1 | remaining: 288s    
step 00298 (4.0%) | loss: 4.843921 | lrm: 0.81 | dt: 43ms | tok/sec: 384,761 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00299 (4.0%) | loss: 4.828734 | lrm: 0.81 | dt: 42ms | tok/sec: 391,332 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00300 (4.1%) | loss: 4.812382 | lrm: 0.81 | dt: 42ms | tok/sec: 392,191 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00301 (4.1%) | loss: 4.811302 | lrm: 0.81 | dt: 42ms | tok/sec: 392,274 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00302 (4.1%) | loss: 4.799218 | lrm: 0.82 | dt: 42ms | tok/sec: 391,680 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00303 (4.1%) | loss: 4.798418 | lrm: 0.82 | dt: 42ms | tok/sec: 392,221 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00304 (4.1%) | loss: 4.789873 | lrm: 0.82 | dt: 42ms | tok/sec: 391,167 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00305 (4.1%) | loss: 4.782817 | lrm: 0.82 | dt: 42ms | tok/sec: 391,688 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00306 (4.1%) | loss: 4.787564 | lrm: 0.83 | dt: 42ms | tok/sec: 386,814 | mfu: 2.2% | epoch: 1 | remaining: 288s    
step 00307 (4.2%) | loss: 4.775864 | lrm: 0.83 | dt: 42ms | tok/sec: 389,857 | mfu: 2.2% | epoch: 1 | remaining: 288s    
